owner,token_id,listed,price,expired
stars1qt4jy9v3mhvex4prsnvsef368jymk88m2j5dxu,1182,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1155,false,0,false
stars1q3faa036uwzrpz8mrv8e35e5fgj7r77kf20dhq,1167,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1153,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1160,false,0,false
stars1ar6qlg80p0l3zwfaq2qqv8h4gp5sxpg3r55h5p,1172,false,0,false
stars19j7q2n8am6fmm98dy60p3dn2r6jw4euyh8cg9k,1142,false,0,false
stars144q3zf67ehecqpvsxmkxkx6wul0c9rsxlcmfvg,1140,false,0,false
stars1k278k46nsvnc9ahx0n94qwt9qul7vea6j07m2t,1186,true,13000000000,false
stars1hgv7e8pjk8jqtfwsypq34y3puqxtald24rmnpw,1129,false,0,false
stars10hncce2cs2hlv7l4djw4syhx0sevdz9257tsh5,1118,false,0,false
stars1s43d82z8l7u5nlv8j93h7ems8l6nwxsm0sn00f,1189,false,0,false
stars1nrxvjaka92taqtw56zctw6l5mnlawdefng4vuq,1132,true,7500000000,false
stars1f205t3y08u7ew880wt2ywa2syjm50l6lv4wk7q,1179,false,0,false
stars1pz9r9j7m2u72ale0yulrjmps9tpnkpnvpa8h49,1177,false,0,false
stars1grkwn5pz3dcmdeejk2me2zre9r4264huqytn9h,1127,false,0,false
stars1xyu2q4zz0sawqpvhkl2p0279d7hd8uz7fd6kzt,1145,false,0,false
stars1hzwrqxxw4yqut4ljn44xtwjdy262m0ywnzhre5,117,false,0,false
stars12sg9j60qwdmfy9sne75k5pm2rk6hfjd5scyj34,118,false,0,false
stars1afpgsrwpf0rnl05xg2pgze06yyrhrke8gx006a,1174,false,0,false
stars10hc0ylp6t0fmwpyga2zc6zj5qcf3ed0nqpg337,1181,false,0,false
stars1hg6vmq4fetd5smw8la5n0e06727j3s6y3yac36,1121,false,0,false
stars1cclcsle377v86nqg4aplk48657r3hjhu53njk2,120,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1161,false,0,false
stars1qtl3p007vd9zz7ws8xj9vyjt5x7elg7cyjgllz,1152,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1154,false,0,false
stars1s43g8xes662vgs43gmca9za3qrfv5ztr5mmp99,113,false,0,false
stars15v3gafftnkk0wdjdw7w2ttlr38ee29aejqn0q2,1109,false,0,false
stars1wwf5qcpg6wxn304k65te96apdf59vdx0vq7jsh,1125,false,0,false
stars1xkv2qssufjmwjrtue4svkgx6ctd5ya75ecrw7n,1119,false,0,false
stars1ja8v5zer5ucdhslkdhyfd3j38vhun39kk4z7r9,1175,false,0,false
stars1k0vg3eckckdl7l99xj2v7u4n2yzjm537afnstz,1131,false,0,false
stars1thvncfatxukryyceuqxh5fzvxa57sj7q6530t3,1164,false,0,false
stars1gxv7ajptsj0auwdcszuc3tpyylt3xaj7dcz97g,1197,false,0,false
stars15gyvfwvfq6v539p5t9qpug24k32yq086yjqjw2,1173,false,0,false
stars1u2wpyuem4tuj22tajan9cjn5npcq8syv2gs3h0,1141,false,0,false
stars1k278k46nsvnc9ahx0n94qwt9qul7vea6j07m2t,1184,true,25000000000,false
stars1lu4pyg6fgumqf4lg4jyfd5qded9cadlam84a8u,1107,false,0,false
stars1tapjtvaas6h7aludtf59zfq5s8u6y9njj55mjt,1187,false,0,false
stars1hv9hd208naf6x9e5kt2y64pr5zdwm9m3nafg08,1196,false,0,false
stars1gdw2v7cuqdm2pyzcc882cmqflhe952tcwhze93,1192,false,0,false
stars13nhlg7cqspec5e0yv0n6nts3zcmfnc6hqu05g8,116,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1158,false,0,false
stars12sg9j60qwdmfy9sne75k5pm2rk6hfjd5scyj34,119,false,0,false
stars19sxaddfl8yvua6asf3gs8dszwvsemyj804wnlp,1190,false,0,false
stars1hv9hd208naf6x9e5kt2y64pr5zdwm9m3nafg08,1195,false,0,false
stars1gdw2v7cuqdm2pyzcc882cmqflhe952tcwhze93,1171,true,8700000000,false
stars1pz9r9j7m2u72ale0yulrjmps9tpnkpnvpa8h49,1176,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1159,false,0,false
stars1u4ptg0clsfauvl66fmmuthup5x55rrlrhwhg3e,1206,true,11000000000,false
stars128kzv82fdxx9ywl987e5dwswc02dycrk8njl70,1137,false,0,false
stars1gdw2v7cuqdm2pyzcc882cmqflhe952tcwhze93,1200,true,9000000000,false
stars1r9nmmpykgqs8y0jt23vf3626f0gpa6xny2g65u,1135,false,0,false
stars18wxl3epgl0msyvqpy77ajzuehxwwwal4kk2420,1110,true,2600000000,false
stars144q3zf67ehecqpvsxmkxkx6wul0c9rsxlcmfvg,1214,false,0,false
stars1hv9hd208naf6x9e5kt2y64pr5zdwm9m3nafg08,1194,false,0,false
stars1tapjtvaas6h7aludtf59zfq5s8u6y9njj55mjt,1188,false,0,false
stars19h5damllwklw6xmuz0lct4vc8zsxkdc3nfpeyl,1130,false,0,false
stars1j6yw6aldlctpaz2na3awsnexle3a8k6z8x9744,1199,false,0,false
stars1w02ckej86acnn907v0zyvqvzlnc98wqlkvun7l,1211,false,0,false
stars1dau4jn4xtpnugumazn8qx6r0n5c44ty29w8x7g,1201,false,0,false
stars1prq3xewt4p7j56a3ttl5k56pfe732n7wjjlnph,1212,false,0,false
stars1hp7k378djny7qzwehxflx9tlpva7j9xu25rmee,1156,false,0,false
stars13stj4dcva0efyew5a9dk2ehp0zqwyv2j0l70uw,1204,true,2500000000,false
stars1afpgsrwpf0rnl05xg2pgze06yyrhrke8gx006a,12,false,0,false
stars1xppddg7r4mdwk08duvdpv8fxh0lypzszuycxtq,1202,false,0,false
stars17wtjzq8fuclh0jqlzrhzd0kpwuq0h2hjqrkx87,1213,false,0,false
stars1f205t3y08u7ew880wt2ywa2syjm50l6lv4wk7q,1208,false,0,false
stars1wwf5qcpg6wxn304k65te96apdf59vdx0vq7jsh,1124,false,0,false
stars1t64u2enf3t7jrq2sw49n2aqngxhpa4qjjf9053,1210,false,0,false
stars10f02xs375u4kxaw357ex6pp4a6xn9clmr2u3wy,1274,false,0,false
stars1q0tfewa60enuu8utyjs9w7um58njhd7fpjvryq,1304,true,2669000000,false
stars1w8k5ef8a2d7cx2tvmdnf4zq6xpzl3c29kx95qg,122,false,0,false
stars1htykx3lxy839905cfsskkde4mvqqq3e6l7p0aq,1315,false,0,false
stars14y0q8r9mdx7aw3khh8l7mzerww2nfu784mk6pu,1300,false,0,false
